Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
b260c745-5434-3274-a6dc-93275952785d,bd29062a-b90f-3926-813e-cf4027f7df6c,Nikia872 Krajcik437,F,RHEUMATOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,OTOLARYNGOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Verónica383 Cedillo160,F,OTOLARYNGOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,DERMATOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Neville893 Feil794,M,DERMATOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,HEMATOLOGY/ONCOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Neville893 Feil794,M,HEMATOLOGY/ONCOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Marvis190 Feil794,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
651a587d-3530-394b-8c93-a5bcf4fabb1d,bd29062a-b90f-3926-813e-cf4027f7df6c,Kraig824 Altenwerth646,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b260c745-5434-3274-a6dc-93275952785d,bd29062a-b90f-3926-813e-cf4027f7df6c,Raymundo71 Krajcik437,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b036fb65-3e98-35b0-8356-fa9b8f6f2c44,bd29062a-b90f-3926-813e-cf4027f7df6c,Patrica776 Steuber698,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
315b7ba5-8d91-3495-9efa-0673b045a3d2,bd29062a-b90f-3926-813e-cf4027f7df6c,Herminia75 Littel644,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
9d44ffeb-137c-31a3-873e-b7c6633af8fb,bd29062a-b90f-3926-813e-cf4027f7df6c,Moriah648 Botsford977,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
0ff2cac8-683f-3180-bade-e9bf5baf0bc7,bd29062a-b90f-3926-813e-cf4027f7df6c,Johanna547 MacGyver246,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c99ba30-aeda-31b7-8703-8b22970d41fd,bd29062a-b90f-3926-813e-cf4027f7df6c,Dominique369 Weissnat378,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d2633a4c-c9b9-3953-9fbc-6deff3e49f6e,bd29062a-b90f-3926-813e-cf4027f7df6c,Barabara924 Murazik203,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1254437d-2413-333a-be80-f72b61bbfc3a,bd29062a-b90f-3926-813e-cf4027f7df6c,Palmer257 Brekke496,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
abab2374-7638-3ccc-9c84-bece1d7df65a,bd29062a-b90f-3926-813e-cf4027f7df6c,Shala169 Marvin195,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
a0cce466-a113-3099-a54b-c24c882b1cd1,bd29062a-b90f-3926-813e-cf4027f7df6c,Major265 Barton704,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
f2c8fbd3-8350-3222-96ee-bcd38fc0f6f7,bd29062a-b90f-3926-813e-cf4027f7df6c,Sam879 Reichel38,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5eb026d1-7c1c-3faa-b28d-872b41fec959,bd29062a-b90f-3926-813e-cf4027f7df6c,Vern731 Bradtke547,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d171284c-de72-3e29-9e23-62a566a0f442,bd29062a-b90f-3926-813e-cf4027f7df6c,Christian753 Mann644,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d575e9fe-0994-37ac-90a0-02468acd360c,bd29062a-b90f-3926-813e-cf4027f7df6c,Gwyn381 Carter549,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
3d817217-6209-3779-8780-a90ff6e61d58,bd29062a-b90f-3926-813e-cf4027f7df6c,Jed345 Schoen8,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
26dcc117-9392-38b5-98ff-f5ebc2faa6f4,bd29062a-b90f-3926-813e-cf4027f7df6c,Zella14 Dibbert990,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
95f1a9df-4e79-3f95-a637-be818c130811,bd29062a-b90f-3926-813e-cf4027f7df6c,Josue598 O'Hara248,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b244e4a7-6500-3fcb-9194-915ca5f6f535,bd29062a-b90f-3926-813e-cf4027f7df6c,Gilberto712 DuBuque211,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
24f1e302-9b30-3baf-9dab-fa7d445e398f,bd29062a-b90f-3926-813e-cf4027f7df6c,Min362 Toy286,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
983258c8-8f67-3669-9119-ac930d84971b,bd29062a-b90f-3926-813e-cf4027f7df6c,Murray856 Goldner995,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1673f28f-443a-3e86-9b2d-2ff099ada88a,bd29062a-b90f-3926-813e-cf4027f7df6c,Colby655 Ritchie586,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
83dea9b2-3d2f-33b3-b2b7-a87cd0ac3ac6,bd29062a-b90f-3926-813e-cf4027f7df6c,Amos720 Langosh790,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
bf556b9c-fe38-3161-bf90-722677bf3896,bd29062a-b90f-3926-813e-cf4027f7df6c,Jane262 Wolff180,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
2a4777e6-acf0-3a4f-8706-d643caab073e,bd29062a-b90f-3926-813e-cf4027f7df6c,Jesica465 Hermiston71,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
74828eb5-2e40-3714-a0f9-9a58821ede6f,bd29062a-b90f-3926-813e-cf4027f7df6c,Angelyn934 Shanahan202,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
2689d96e-c7ed-3202-8f05-9ff9ff1a9d55,bd29062a-b90f-3926-813e-cf4027f7df6c,Tandy422 Pollich983,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
391dd7a5-89d4-3ebf-b41a-2e6217beed6c,bd29062a-b90f-3926-813e-cf4027f7df6c,Barney639 Crona259,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5c7c6318-8b7f-3253-acc6-98cd423cff37,bd29062a-b90f-3926-813e-cf4027f7df6c,Meaghan273 Lind531,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
6b21a3ac-7eba-3269-91b9-f9db03ac456c,bd29062a-b90f-3926-813e-cf4027f7df6c,Gayle448 Fadel536,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
fe7c2c70-f2f1-3279-a19a-cebe1c78dfd7,bd29062a-b90f-3926-813e-cf4027f7df6c,Demarcus108 Sanford861,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1aceb464-881c-30c3-a391-04ed831e573e,bd29062a-b90f-3926-813e-cf4027f7df6c,Ha329 Flatley871,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
eff87889-2bd1-3a6c-ae6d-696e1bd8b23c,bd29062a-b90f-3926-813e-cf4027f7df6c,Karl184 Mueller846,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
675e43fb-8071-3167-98b0-7d1c20635288,bd29062a-b90f-3926-813e-cf4027f7df6c,Zelma45 Hackett68,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
8cbcd737-efdb-30db-aae7-ac6f1b722a7c,bd29062a-b90f-3926-813e-cf4027f7df6c,Gena729 Stoltenberg489,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
09f42903-cb58-38ae-9a9b-5bd0d97469a3,bd29062a-b90f-3926-813e-cf4027f7df6c,Vada440 Hansen121,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
2ce4dc51-398a-38f2-ac8d-49085beee681,bd29062a-b90f-3926-813e-cf4027f7df6c,Tracy345 Ward668,M,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d1ebdea4-d96f-378c-af18-188c6ae697cc,bd29062a-b90f-3926-813e-cf4027f7df6c,Luann880 Huels583,F,DIAGNOSTIC RADIOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,NEUROLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Marvis190 Feil794,F,NEUROLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Rosalia943 Quezada963,F,OBSTETRICS/GYNECOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Marvis190 Feil794,F,OBSTETRICS/GYNECOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
651a587d-3530-394b-8c93-a5bcf4fabb1d,bd29062a-b90f-3926-813e-cf4027f7df6c,Kraig824 Altenwerth646,M,OBSTETRICS/GYNECOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b260c745-5434-3274-a6dc-93275952785d,bd29062a-b90f-3926-813e-cf4027f7df6c,Nikia872 Krajcik437,F,OBSTETRICS/GYNECOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b036fb65-3e98-35b0-8356-fa9b8f6f2c44,bd29062a-b90f-3926-813e-cf4027f7df6c,Patrica776 Steuber698,F,OBSTETRICS/GYNECOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Alysa236 Russel238,F,GENERAL PRACTICE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,30
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Dennis979 Russel238,M,ENDOCRINOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Neville893 Feil794,M,ENDOCRINOLOGY,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5696912f-43ac-359f-a98d-49e7a8324e79,bd29062a-b90f-3926-813e-cf4027f7df6c,Dennis979 Russel238,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c92fff8-6394-3fbb-b4d2-7e8caea9e436,bd29062a-b90f-3926-813e-cf4027f7df6c,Julio César525 Cedillo160,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
651a587d-3530-394b-8c93-a5bcf4fabb1d,bd29062a-b90f-3926-813e-cf4027f7df6c,Xochitl483 Altenwerth646,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b260c745-5434-3274-a6dc-93275952785d,bd29062a-b90f-3926-813e-cf4027f7df6c,Raymundo71 Krajcik437,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b036fb65-3e98-35b0-8356-fa9b8f6f2c44,bd29062a-b90f-3926-813e-cf4027f7df6c,Patrica776 Steuber698,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
315b7ba5-8d91-3495-9efa-0673b045a3d2,bd29062a-b90f-3926-813e-cf4027f7df6c,Bob965 Littel644,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
9d44ffeb-137c-31a3-873e-b7c6633af8fb,bd29062a-b90f-3926-813e-cf4027f7df6c,Moriah648 Botsford977,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
0ff2cac8-683f-3180-bade-e9bf5baf0bc7,bd29062a-b90f-3926-813e-cf4027f7df6c,Chuck784 MacGyver246,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1c99ba30-aeda-31b7-8703-8b22970d41fd,bd29062a-b90f-3926-813e-cf4027f7df6c,Gilberte702 Weissnat378,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d2633a4c-c9b9-3953-9fbc-6deff3e49f6e,bd29062a-b90f-3926-813e-cf4027f7df6c,Jamaal34 Murazik203,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
1254437d-2413-333a-be80-f72b61bbfc3a,bd29062a-b90f-3926-813e-cf4027f7df6c,Palmer257 Brekke496,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
abab2374-7638-3ccc-9c84-bece1d7df65a,bd29062a-b90f-3926-813e-cf4027f7df6c,Darryl392 Marvin195,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
a0cce466-a113-3099-a54b-c24c882b1cd1,bd29062a-b90f-3926-813e-cf4027f7df6c,Beatriz277 Puga7,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
f2c8fbd3-8350-3222-96ee-bcd38fc0f6f7,bd29062a-b90f-3926-813e-cf4027f7df6c,Illa976 Reichel38,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
5eb026d1-7c1c-3faa-b28d-872b41fec959,bd29062a-b90f-3926-813e-cf4027f7df6c,Ariadna374 Puente961,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d171284c-de72-3e29-9e23-62a566a0f442,bd29062a-b90f-3926-813e-cf4027f7df6c,Christian753 Mann644,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
d575e9fe-0994-37ac-90a0-02468acd360c,bd29062a-b90f-3926-813e-cf4027f7df6c,Gwyn381 Carter549,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
3d817217-6209-3779-8780-a90ff6e61d58,bd29062a-b90f-3926-813e-cf4027f7df6c,Vonda514 Schoen8,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
26dcc117-9392-38b5-98ff-f5ebc2faa6f4,bd29062a-b90f-3926-813e-cf4027f7df6c,Erick204 Dibbert990,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
95f1a9df-4e79-3f95-a637-be818c130811,bd29062a-b90f-3926-813e-cf4027f7df6c,Oliva247 O'Hara248,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
b244e4a7-6500-3fcb-9194-915ca5f6f535,bd29062a-b90f-3926-813e-cf4027f7df6c,Gilberto712 DuBuque211,M,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
24f1e302-9b30-3baf-9dab-fa7d445e398f,bd29062a-b90f-3926-813e-cf4027f7df6c,Min362 Toy286,F,INTERNAL MEDICINE,300 OCEAN AVE,REVERE,MA,02151-3675,42.421005,-70.99036,0
