Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
4ce4db29-c558-2291-d88b-704a55f32abf,1976-12-15,,999-59-3833,S99974055,X11728629X,Mr.,Graig740,Rippin620,,,S,white,nonhispanic,M,Grafton  Massachusetts  US,942 Russel Rapid,Pittsfield,Massachusetts,Berkshire County,,42.435743077552544,-73.28961262605482,1123433.25,1023.86
0cc78c87-011f-0379-5d5f-6565009af4af,2012-10-24,,999-53-9894,,,,Lakeisha206,Friesen796,,,,white,nonhispanic,F,Waltham  Massachusetts  US,498 Orn Dam,Springfield,Massachusetts,Hampden County,01118,42.145642852511884,-72.5044352587529,551505.40,138.00
6518cc5c-aedd-1efe-8526-501873ae0dfa,2004-08-25,2014-08-23,999-46-5710,,,,Felica690,Schamberger479,,,,white,nonhispanic,F,Boston  Massachusetts  US,797 Kovacek Trace,Dudley,Massachusetts,Worcester County,,42.068439057264115,-71.9057386572472,282102.08,0.00
c20121c3-3be1-24f8-7a53-eb983b59f750,1978-07-25,,999-83-3428,S99934852,X23408433X,Mrs.,Leone669,Schmidt332,,Jast432,M,white,nonhispanic,F,Peabody  Massachusetts  US,539 Walker Stravenue,Leominster,Massachusetts,Worcester County,,42.54014585040121,-71.8235939268719,2309195.48,410101.68
c628d8e4-e9f5-18f5-0b42-75ac4e70edee,1958-07-20,1967-06-13,999-46-6030,,,,Ignacio928,Bosco882,,,,white,nonhispanic,M,Westborough  Massachusetts  US,352 Medhurst Esplanade,Weymouth,Massachusetts,Norfolk County,02189,42.15859288242304,-70.91110157094114,232189.35,107.27
01594f40-07bc-aa29-b4cd-41fe4847ba33,2004-08-25,,999-54-2150,S99990481,,,Monet875,Considine820,,,,white,nonhispanic,F,Merrimac  Massachusetts  US,736 Boyle Rest Suite 7,Dudley,Massachusetts,Worcester County,,42.07153756115138,-71.97926694557648,459290.85,761.85
c843deba-8059-885e-c1ef-f61a0f77811b,1991-11-01,,999-34-8455,S99963116,X75127749X,Mrs.,Rosina706,Muller251,,Turner526,M,white,hispanic,F,Leominster  Massachusetts  US,630 Abernathy Annex,Fall River,Massachusetts,Bristol County,02721,41.70182627690553,-71.20295698074924,976911.06,119400.72
f65e9709-d968-05b3-9566-7b5db2a2f342,1972-04-18,,999-76-1086,S99978325,X51043427X,Ms.,Estela596,Castellanos521,,,S,black,hispanic,F,Bayamon  Puerto Rico  PR,997 Dicki Well Apt 11,Watertown,Massachusetts,Middlesex County,02472,42.390186437482626,-71.20684125287951,1933277.25,406602.82
70702512-673d-0dc7-e43b-30f6b0d951bc,1996-12-16,,999-49-1884,S99958097,X20028096X,Mr.,Kris249,Quigley282,,,,white,nonhispanic,M,Lunenburg  Massachusetts  US,318 Barrows Terrace,Chelmsford,Massachusetts,Middlesex County,,42.60954152947853,-71.39451652287687,631711.02,780.75
a9d735b4-f56a-8756-17d4-c72f9abb4a8d,1961-12-03,1971-09-12,999-39-3827,,,,Daniel959,Ryan260,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,398 Dicki Rapid Suite 85,Springfield,Massachusetts,Hampden County,01107,42.11113450722596,-72.5954756810211,250995.45,23261.27
a1c05d6e-b7cc-5fd7-6f4d-88372b98b6f6,1958-07-20,,999-25-1162,S99912289,X65297084X,Mr.,Octavio643,Toy286,,,S,white,nonhispanic,M,Pembroke  Massachusetts  US,778 Grant Ramp,Weymouth,Massachusetts,Norfolk County,02190,42.152586635619976,-70.96533522492552,1597417.57,5021.31
f5026826-8c94-d48f-93c4-6fd4915c9627,2004-12-12,,999-38-8901,S99947834,,,Lorretta561,Schmidt332,,,,white,nonhispanic,F,Brookline  Massachusetts  US,239 Hayes Skyway,Lancaster,Massachusetts,Worcester County,,42.50862285167237,-71.64064231080319,422124.60,1933.28
9a829390-2483-fe91-1a20-53717493cdfc,1945-04-24,1948-04-23,999-26-1431,,,,Daron260,Hyatt152,,,,white,nonhispanic,M,Boston  Massachusetts  US,1037 Bogisich Light,Dartmouth,Massachusetts,Bristol County,,41.60633359532205,-70.94053118798729,81121.12,0.00
6520a921-19e2-acfc-b163-bd5a02004709,1945-04-24,1946-11-22,999-84-4120,,,,Grant908,Gottlieb798,,,,white,nonhispanic,M,Methuen  Massachusetts  US,281 Quigley Underpass Unit 15,Dartmouth,Massachusetts,Bristol County,,41.53453436872716,-70.91384826374743,45450.46,0.00
e7e37bd6-69e3-2291-2830-0a1de745b7ed,1962-11-13,,999-63-9626,S99941657,X46094127X,Mr.,Dwain139,Dooley940,,,S,white,nonhispanic,M,Millis  Massachusetts  US,296 Gislason Avenue Apt 45,Burlington,Massachusetts,Middlesex County,,42.4694987585211,-71.19034462569792,1549407.73,36628.74
d45c4bfe-3f6e-38a9-bab0-9bfd0fc62bba,1961-12-03,,999-69-6509,S99996754,X31643111X,Mr.,Jackie93,Pfannerstill264,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,946 Quitzon Spur Apt 41,Springfield,Massachusetts,Hampden County,01105,42.08935205790286,-72.52150580347296,1532871.97,9690.88
99927054-1859-468a-6e35-3152b84cc25f,1945-04-24,,999-49-2445,S99961357,X13416693X,Mr.,Deandre599,Dach178,,,S,white,nonhispanic,M,Medford  Massachusetts  US,1086 Hayes Fork,Dartmouth,Massachusetts,Bristol County,,41.60430168712389,-70.95332853306522,1918684.85,65865.34
b514f6a5-2ffc-0c9a-a024-35bf649f6cf1,1992-07-05,,999-84-5827,S99979614,X26185617X,Mrs.,Vernice968,Abshire638,,Rowe323,M,white,nonhispanic,F,Waltham  Massachusetts  US,411 Kulas Tunnel Apt 4,Malden,Massachusetts,Middlesex County,02155,42.431131720155875,-71.02359741781336,1104188.99,241927.64
afa73fa0-112e-0f4a-2e97-216028b065f1,1941-05-10,1949-01-12,999-89-3074,,,,Cyrstal592,Mosciski958,,,,white,nonhispanic,F,North Adams  Massachusetts  US,394 Weissnat Key Unit 88,Lynn,Massachusetts,Essex County,01907,42.494402704332884,-70.9764099392864,222451.89,0.00
d6ed3537-bcaf-fa9c-22c9-10c271debacd,1995-01-24,,999-93-8980,S99971287,X56326159X,Mrs.,Hiedi833,Schulist381,,Green467,M,white,nonhispanic,F,Waltham  Massachusetts  US,372 Bernhard Parade,Boston,Massachusetts,Suffolk County,02131,42.35058368803857,-71.07425083777363,740199.45,495055.71
f0f2913d-0f4e-a4b9-2f19-91abdc1919e4,1974-11-25,,999-99-2247,S99926387,X44872888X,Mr.,Rex53,Kohler843,,,M,white,nonhispanic,M,Needham  Massachusetts  US,397 Anderson Road Suite 95,Haverhill,Massachusetts,Essex County,,42.772246150095796,-71.02512114025826,1242776.19,6827.96
a196514e-ab76-cc36-1886-d540ed71b26f,1995-01-25,,999-24-6172,S99912886,X79729845X,Mrs.,Niki25,Mann644,,Kub800,M,white,nonhispanic,F,Boston  Massachusetts  US,448 Nikolaus Bay,Cambridge,Massachusetts,Middlesex County,02140,42.379956544910065,-71.16120262100364,982737.24,131687.08
cb4e7e69-49f7-efc1-1eab-d24769113488,2001-07-03,,999-57-5761,S99923475,X42924932X,Ms.,Stacy406,Kirlin939,,,,black,nonhispanic,F,Harvard  Massachusetts  US,498 Nitzsche Light,Marlborough,Massachusetts,Middlesex County,,42.34618070663546,-71.58337990858234,517800.59,178705.42
0c2dff71-e3d5-dd51-da02-dabb43a432c2,2001-12-12,,999-97-7623,S99989949,X42262644X,Mr.,Ty725,Nicolas769,,,,asian,nonhispanic,M,Seoul  Seoul  KR,301 Schimmel Flat Unit 68,Boston,Massachusetts,Suffolk County,02119,42.3396985135572,-71.0779663193871,65022.93,23424.78
cd6a54b2-3b3f-c7cf-73f2-f326210b58e9,2012-04-20,,999-92-3687,,,,Albert312,Orn563,,,,white,nonhispanic,F,Medford  Massachusetts  US,812 Larson Mill Apt 88,Brockton,Massachusetts,Plymouth County,02351,42.11257312816908,-71.03797481801304,227311.13,138.00
158d3ee5-41e3-ca90-2312-dc7cfa397d8f,1941-05-10,2005-02-18,999-84-7966,S99911755,X48911633X,Mrs.,Marguerite497,Gulgowski816,,Rippin620,M,white,nonhispanic,F,Brockton  Massachusetts  US,640 Zulauf Skyway Suite 42,Lynn,Massachusetts,Essex County,01902,42.45092122968173,-71.03321204272915,2289607.89,533751.04
6ef6c1f6-d29f-e34a-aba4-e9e0cc637e4f,1981-11-10,1994-05-03,999-38-2672,,,,Vonnie403,Aufderhar910,,,,white,nonhispanic,F,Toulouse  Occitanie  FR,139 Walter Quay Suite 65,Ashburnham,Massachusetts,Worcester County,,42.67717647477278,-71.89924991737965,367957.17,238.13
1dbba8ad-dc21-05c4-29d4-5309f043380b,1982-10-24,,999-62-2673,S99984308,X42963217X,Mr.,Franklyn361,Gutkowski940,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,456 Carroll Drive Unit 25,North Brookfield,Massachusetts,Worcester County,01535,42.2711254225915,-72.0699026129314,658110.74,11590.30
03e51c54-9e06-728c-ce8b-aa0d7e0c5383,1966-04-29,,999-36-8201,S99991865,X28457674X,Mr.,Miguel Ángel46,Carreón894,,,M,black,nonhispanic,M,Lima  Lima Province  PE,292 White Bypass,Monson,Massachusetts,Hampden County,,42.04660675175017,-72.29282866571705,203660.80,616.91
ca4270a8-6a09-f5fe-8e74-9d02aca4c47f,2004-12-07,,999-64-7572,S99962233,,,Willard975,Senger904,,,,white,nonhispanic,M,Brookline  Massachusetts  US,1007 Parker Well Apt 0,Deerfield,Massachusetts,Franklin County,01342,42.504334972530806,-72.60325165520779,451365.87,425.66
3f6f8deb-e836-abba-52e6-250c39f65bb9,1981-11-10,,999-61-6506,S99955162,X54983516X,Ms.,Nettie309,Steuber698,,,S,white,nonhispanic,F,Toulouse  Occitanie  FR,679 Dickinson Grove,Ashburnham,Massachusetts,Worcester County,,42.6628665554665,-71.92569730591136,1931459.99,427108.76
11d9bdb9-80d4-0d2a-f4f2-6f2b5235c2b3,1951-10-23,1959-10-21,999-70-4914,,,,Geraldo282,Bahringer146,,,,white,nonhispanic,M,North Brookfield  Massachusetts  US,628 Deckow Drive Unit 55,Boston,Massachusetts,Suffolk County,02115,42.28102689258151,-71.02771049933585,198694.56,277.90
9b40f364-af8f-0b52-03b3-682f3c6183a3,2013-08-24,,999-66-3342,,,,Elvis145,Rau926,,,,white,nonhispanic,M,Boston  Massachusetts  US,567 Bailey Loaf Suite 20,Auburn,Massachusetts,Worcester County,,42.21585459194238,-71.85414039892954,28402.92,13165.08
db7b7aa9-9c88-7310-c5f2-e63f98340abf,1948-09-25,,999-18-4705,S99913816,X4143690X,Mrs.,Lasonya941,Hane680,,Willms744,M,white,nonhispanic,F,Medfield  Massachusetts  US,748 O'Kon Hollow,Taunton,Massachusetts,Bristol County,02767,41.94935164708259,-71.06791728811075,2377026.81,413959.30
69d416bc-703d-f60e-998e-77ad4d692e84,1999-06-25,,999-97-1052,S99952130,X77783148X,Ms.,Monet875,Rutherford999,,,,white,nonhispanic,F,Oxford  Massachusetts  US,352 Jacobson Union,Cambridge,Massachusetts,Middlesex County,02139,42.37621309644185,-71.16306247070086,605140.15,485.88
dc03b211-10c0-67e9-13c5-46fee4245948,1941-05-10,2017-04-15,999-47-8199,S99962640,X64195506X,Mrs.,Rossana121,Gleichner915,,Lueilwitz711,M,white,nonhispanic,F,Boston  Massachusetts  US,397 Dickens Flat Apt 37,Lynn,Massachusetts,Essex County,01940,42.45960768326302,-70.95143899101866,3278706.97,498595.33
9f9a371b-a487-03ab-da6f-0f768b43bb5a,2007-01-06,,999-69-6618,,,,Maxine796,Watsica258,,,,white,nonhispanic,F,Bedford  Massachusetts  US,1038 Morar Union Unit 62,Malden,Massachusetts,Middlesex County,02155,42.41032225327405,-71.02615857065894,401935.16,870.24
103854d9-fb85-ee55-0409-28dc800aa6e3,1983-07-01,,999-90-6571,S99976825,X55179027X,Mr.,Dewayne363,Lueilwitz711,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,619 Green Run,Chicopee,Massachusetts,Hampden County,01020,42.12920866444465,-72.58026662794688,1114262.82,180.06
01491320-8958-0641-3c36-8414a1cf8b8b,2013-08-14,,999-70-9760,,,,Gilbert263,Schneider199,,,,asian,nonhispanic,M,Boston  Massachusetts  US,780 Schulist Viaduct Suite 95,Southbridge,Massachusetts,Worcester County,,42.035060480099204,-72.06507041959804,253944.86,0.00
7bfb3fc6-4e4f-5875-e382-0edf63404b34,1951-10-23,,999-80-8609,S99992614,X24818831X,Mr.,Guadalupe206,Sawayn19,PhD,,M,white,nonhispanic,M,Uxbridge  Massachusetts  US,113 Collins Wynd Suite 47,Boston,Massachusetts,Suffolk County,02121,42.34378977656086,-71.08344493446178,1842664.65,54987.76
e2ea203d-0b72-1c86-e317-9a913b522006,1941-05-10,,999-72-2885,S99978020,X43671640X,Mrs.,Rosa195,Anderson154,,Feil794,M,white,nonhispanic,F,Arlington  Massachusetts  US,258 Rolfson Neck,Lynn,Massachusetts,Essex County,01906,42.50958669278974,-70.91599151551452,3083983.17,314726.61
f4b93375-4820-2a7b-837a-a48ff7e84184,1970-07-22,,999-19-1092,S99923104,X25736511X,Mr.,Floyd420,Carroll471,,,M,black,nonhispanic,M,Marblehead  Massachusetts  US,148 Lesch Port Apt 51,Winthrop,Massachusetts,Suffolk County,02128,42.41473572441873,-70.99342029928435,1916060.36,1373.23
c71a2bd8-6297-11a6-a22b-b0385471e970,2001-10-02,,999-61-3270,S99996538,X9579963X,Mr.,Philip822,Trantow673,,,,white,nonhispanic,M,Brockton  Massachusetts  US,709 Turner Ville,Granby,Massachusetts,Hampshire County,,42.29329019728745,-72.5494036967912,1042547.62,155942.45
